hpo_id,hpo_label,snomed_ct_us,cardinality,loss_modifier_dim,loss_granularity
HP:0005912,Biliary atresia,82821008,broad,,yes
HP:0005917,Supernumerary metacarpal bones,91846008,exact,,no
HP:0005942,Desquamative interstitial pneumonitis,8549006,exact,,no
HP:0005943,Respiratory arrest,87317003,exact,,no
HP:0005945,Laryngeal obstruction,61169001,exact,,no
HP:0005950,Laryngeal web,297159008,exact,,no
HP:0005954,Pulmonary capillary hemangiomatosis,233949008,exact,,no
HP:0005972,Respiratory acidosis,12326000,exact,,no
HP:0005973,Fructose intolerance,20052008,exact,,no
HP:0005978,Type II diabetes mellitus,44054006,exact,,no
HP:0005982,Reduced phenylalanine hydroxylase level,7573000,exact,,no
HP:0005986,Limitation of neck motion,161882006,narrow,,yes
HP:0005986,Limitation of neck motion,405947006,narrow,,yes
HP:0005987,Multinodular goiter,237570007,exact,,no
HP:0005988,Congenital muscular torticollis,268240006,exact,,no
HP:0005990,Thyroid hypoplasia,367524008,exact,,no
HP:0005994,Nodular goiter,419153005,exact,,no
HP:0005999,Ureteral atresia,204974003,narrow,,yes
HP:0005999,Ureteral atresia,49534003,narrow,,yes
HP:0006000,Ureteral obstruction,20018005,exact,,no
HP:0006094,Finger joint hypermobility,298193009,exact,,no
HP:0006101,Finger syndactyly,249769001,narrow,,yes
HP:0006101,Finger syndactyly,268251006,narrow,,yes
HP:0006101,Finger syndactyly,34048007,narrow,,yes
HP:0006156,Ulnar deviation of thumb,299137000,exact,,no
HP:0006226,Osteoarthritis of the first carpometacarpal joint,37895003,exact,,no
HP:0006233,Osteoarthritis of the distal interphalangeal joint,239869009,exact,,no
HP:0006266,Small placenta,289264006,exact,,no
HP:0006267,Large placenta,289263000,exact,,no
HP:0006278,Ectopic pancreatic tissue,264304000,exact,,no
HP:0006280,Chronic pancreatitis,233870001,broad,,yes
HP:0006280,Chronic pancreatitis,234689009,broad,,yes
HP:0006280,Chronic pancreatitis,235494005,broad,,yes
HP:0006285,Enamel hypomineralization,109487003,exact,,no
HP:0006288,Advanced eruption of teeth,16000003,exact,,no
HP:0006292,Abnormality of dental eruption,1086101000119107,narrow,,yes
HP:0006292,Abnormality of dental eruption,234949000,narrow,,yes
HP:0006297,Enamel hypoplasia,26597004,narrow,,yes
HP:0006297,Enamel hypoplasia,699382004,narrow,,yes
HP:0006297,Enamel hypoplasia,699421005,narrow,,yes
HP:0006304,Widely-spaced incisors,196409003,exact,,no
HP:0006315,Solitary median maxillary central incisor,707609006,exact,,no
HP:0006323,Premature loss of primary teeth,122483006,narrow,,yes
HP:0006323,Premature loss of primary teeth,39034005,narrow,,yes
HP:0006329,Alveolar process hypoplasia,708494003,exact,,no
HP:0006335,Persistence of primary teeth,57650002,exact,,no
HP:0006349,Agenesis of permanent teeth,109444001,narrow,,yes
HP:0006349,Agenesis of permanent teeth,234948008,narrow,,yes
HP:0006380,Knee flexion contracture,202289003,exact,,no
HP:0006385,Short lower limbs,249786007,exact,,no
HP:0006477,Abnormal alveolar ridge morphology,235013007,exact,,no
HP:0006480,Premature loss of teeth,234974002,narrow,,yes
HP:0006480,Premature loss of teeth,42756003,narrow,,yes
HP:0006482,Abnormal dental morphology,422775003,broad,,yes
HP:0006483,Abnormal number of teeth,335443002,exact,,no
HP:0006509,Diverticulosis of trachea,14011008,exact,,no
HP:0006510,Chronic pulmonary obstruction,13645005,exact,,no
HP:0006511,Laryngeal stridor,406444002,narrow,,yes
HP:0006511,Laryngeal stridor,41432000,narrow,,yes
HP:0006511,Laryngeal stridor,53787002,narrow,,yes
HP:0006515,Interstitial pneumonitis,64667001,exact,,no
HP:0006516,Hypersensitivity pneumonitis,37471005,exact,,no
HP:0006517,Intraalveolar phospholipid accumulation,10501004,exact,,no
HP:0006518,Pulmonary venous occlusion,89420002,exact,,no
HP:0006519,Alveolar cell carcinoma,112677002,narrow,,yes
HP:0006519,Alveolar cell carcinoma,36310008,narrow,,yes
HP:0006519,Alveolar cell carcinoma,373627005,narrow,,yes
HP:0006527,Lymphocytic interstitial pneumonia,44274007,exact,,no
HP:0006528,Chronic lung disease,413839001,exact,,no
HP:0006530,Abnormal pulmonary interstitial morphology,233703007,exact,,no
HP:0006532,Recurrent pneumonia,128601007,narrow,,yes
HP:0006532,Recurrent pneumonia,699014000,narrow,,yes
HP:0006543,Cardiorespiratory arrest,410430005,exact,,no
HP:0006554,Acute hepatic failure,197270009,broad,,yes
HP:0006554,Acute hepatic failure,235884008,broad,,yes
HP:0006557,Polycystic liver disease,72925005,broad,,yes
HP:0006562,Viral hepatitis,3738000,exact,,no
HP:0006574,Hepatic arteriovenous malformation,84150000,exact,,no
HP:0006577,Macronodular cirrhosis,43904005,narrow,,yes
HP:0006577,Macronodular cirrhosis,86454000,narrow,,yes
HP:0006579,Prolonged neonatal jaundice,387712008,exact,,no
HP:0006585,Congenital pseudoarthrosis of the clavicle,249685004,narrow,,yes
HP:0006585,Congenital pseudoarthrosis of the clavicle,249690001,narrow,,yes
HP:0006597,Diaphragmatic paralysis,64228003,broad,,yes
HP:0006610,Wide intermamillary distance,423230008,exact,,no
HP:0006640,Multiple rib fractures,1261007,exact,,no
HP:0006645,Thin clavicle,298764003,exact,,no
HP:0006671,Paroxysmal atrial tachycardia,195069001,exact,,no
HP:0006677,Prolonged QRS complex,991002,exact,,no
HP:0006682,Premature ventricular contraction,17338001,narrow,,yes
HP:0006682,Premature ventricular contraction,251175005,narrow,,yes
HP:0006685,Endocardial fibrosis,398716006,exact,,no
HP:0006688,Paroxysmal tachycardia,12026006,exact,,no
HP:0006689,Bacterial endocarditis,301183007,exact,,no
HP:0006695,Atrioventricular canal defect,15459006,exact,,no
HP:0006698,Dilatation of the ventricular cavity,90539001,exact,,no
HP:0006699,Premature atrial contractions,284470004,narrow,,yes
HP:0006699,Premature atrial contractions,287057009,narrow,,yes
HP:0006699,Premature atrial contractions,406461004,narrow,,yes
HP:0006699,Premature atrial contractions,63593006,narrow,,yes
HP:0006704,Abnormal coronary artery morphology,28574005,exact,,no
HP:0006706,Cystic liver disease,72925005,broad,,yes
HP:0006717,Peripheral neuroepithelioma,254764001,exact,,no
HP:0006719,Benign gastrointestinal tract tumors,92118007,exact,,no
HP:0006721,Acute lymphoblastic leukemia,128822004,narrow,,yes
HP:0006721,Acute lymphoblastic leukemia,91857003,narrow,,yes
HP:0006725,Pancreatic adenocarcinoma,700423003,exact,,no
HP:0006727,T-cell acute lymphoblastic leukemias,128824003,narrow,,yes
HP:0006727,T-cell acute lymphoblastic leukemias,277575008,narrow,,yes
HP:0006731,Follicular thyroid carcinoma,255028004,narrow,,yes
HP:0006731,Follicular thyroid carcinoma,28173006,narrow,,yes
HP:0006731,Follicular thyroid carcinoma,5257006,narrow,,yes
HP:0006733,Acute megakaryocytic leukemia,17788007,broad,,yes
HP:0006733,Acute megakaryocytic leukemia,413443009,broad,,yes
HP:0006733,Acute megakaryocytic leukemia,91861009,broad,,yes
HP:0006735,Renal cortical adenoma,254919009,exact,,no
HP:0006739,Squamous cell carcinoma of the skin,254651007,exact,,no
HP:0006740,Transitional cell carcinoma of the bladder,255109008,exact,,no
HP:0006743,Embryonal rhabdomyosarcoma,14269005,narrow,,yes
HP:0006743,Embryonal rhabdomyosarcoma,404051002,narrow,,yes
HP:0006744,Adrenocortical carcinoma,2227007,narrow,,yes
HP:0006744,Adrenocortical carcinoma,255035007,narrow,,yes
HP:0006747,Ganglioneuroblastoma,116381000119105,narrow,,yes
HP:0006747,Ganglioneuroblastoma,69515008,narrow,,yes
HP:0006748,Adrenal pheochromocytoma,302835009,broad,,yes
HP:0006748,Adrenal pheochromocytoma,399343007,broad,,yes
HP:0006748,Adrenal pheochromocytoma,85583005,broad,,yes
HP:0006749,Malignant gastrointestinal tract tumors,428905002,exact,,no
HP:0006753,Neoplasm of the stomach,126824007,exact,,no
HP:0006755,Cutaneous leiomyosarcoma,254771006,exact,,no
HP:0006765,Chondrosarcoma,14990007,narrow,,yes
HP:0006765,Chondrosarcoma,443520009,narrow,,yes
HP:0006767,Pituitary prolactin cell adenoma,134209002,narrow,,yes
HP:0006767,Pituitary prolactin cell adenoma,34337008,narrow,,yes
HP:0006770,Clear cell renal cell carcinoma,188251003,narrow,,yes
HP:0006770,Clear cell renal cell carcinoma,254915003,narrow,,yes
HP:0006770,Clear cell renal cell carcinoma,41607009,broad,,yes
HP:0006771,Duodenal adenocarcinoma,254570009,narrow,,yes
HP:0006771,Duodenal adenocarcinoma,408644002,narrow,,yes
HP:0006772,Renal angiomyolipoma,254921004,exact,,no
HP:0006775,Multiple myeloma,10639003,broad,,yes
HP:0006775,Multiple myeloma,109989006,narrow,,yes
HP:0006775,Multiple myeloma,415112005,broad,,yes
HP:0006775,Multiple myeloma,55921005,narrow,,yes
HP:0006779,Alveolar rhabdomyosarcoma,404053004,narrow,,yes
HP:0006779,Alveolar rhabdomyosarcoma,63449009,narrow,,yes
HP:0006780,Parathyroid carcinoma,255037004,narrow,,yes
HP:0006780,Parathyroid carcinoma,363481002,narrow,,yes
HP:0006785,Limb-girdle muscular dystrophy,93153005,exact,,no
HP:0006802,Abnormal anterior horn cell morphology,85672005,exact,,no
HP:0006818,4-layered lissencephaly,253147000,exact,,no
HP:0006824,Cranial nerve paralysis,73013002,exact,,no
HP:0006844,Absent patellar reflexes,274817009,exact,,no
HP:0006846,Acute encephalopathy,2776000,exact,,no
HP:0006863,Severe expressive language delay,62221000119105,exact,,no
HP:0006870,Lobar holoprosencephaly,253136007,exact,,no
HP:0006888,Meningoencephalocele,52330001,exact,,no
HP:0006889,Borderline intellectual disability,77287004,exact,,no
HP:0006896,Hypnopompic hallucination,69690008,exact,,no
HP:0006897,Abducens palsy,398760006,narrow,,yes
HP:0006897,Abducens palsy,398925009,narrow,,yes
HP:0006897,Abducens palsy,398963001,narrow,,yes
HP:0006918,Diffuse cerebral sclerosis,49692006,exact,,no
HP:0006927,Unilateral polymicrogyria,715905006,exact,,no
HP:0006929,Hypoglycemic encephalopathy,64624009,exact,,no
HP:0006934,Congenital nystagmus,64635004,exact,,no
HP:0006958,Abnormal auditory evoked potentials,102971006,exact,,no
HP:0006970,Periventricular leukomalacia,230769007,exact,,no
HP:0006986,Upper limb spasticity,394680009,exact,,no
HP:0006988,Alobar holoprosencephaly,253137003,exact,,no
HP:0007011,Fourth cranial nerve palsy,20610004,exact,,no
HP:0007018,Attention deficit hyperactivity disorder,406506008,narrow,,yes
HP:0007018,Attention deficit hyperactivity disorder,7461003,narrow,,yes
HP:0007021,Pain insensitivity,38433004,exact,,no
HP:0007024,Pseudobulbar paralysis,7379000,exact,,no
HP:0007029,Cerebral berry aneurysm,54002007,exact,,no
HP:0007041,Chronic lymphocytic meningitis,230154004,exact,,no
HP:0007098,Paroxysmal choreoathetosis,49949003,exact,,no
HP:0007099,Chiari type I malformation,253185002,exact,,no
HP:0007108,Demyelinating peripheral neuropathy,23414001,exact,,no
HP:0007115,Naso-orbital encephalocele,15671007,exact,,no
HP:0007132,Pallidal degeneration,230302004,exact,,no
HP:0007178,Motor polyneuropathy,85423005,narrow,,yes
HP:0007178,Motor polyneuropathy,95663000,narrow,,yes
HP:0007185,Loss of consciousness,418107008,narrow,,yes
HP:0007185,Loss of consciousness,419045004,narrow,,yes
HP:0007206,Hemimegalencephaly,253170008,exact,,no
HP:0007209,Facial paralysis,280816001,narrow,,yes
HP:0007209,Facial paralysis,95666008,broad,,yes
HP:0007215,Periodic hyperkalemic paralysis,304737009,exact,,no
HP:0007256,Abnormal pyramidal sign,14648003,exact,,no
HP:0007260,Type II lissencephaly,253149002,exact,,no
HP:0007263,Spinocerebellar atrophy,129609000,exact,,no
HP:0007268,Aprosencephaly,277922001,exact,,no
HP:0007269,Spinal muscular atrophy,5262007,exact,,no
HP:0007270,Atypical absence seizure,23374007,exact,onset,no
HP:0007302,Bipolar affective disorder,13746004,exact,,no
HP:0007313,Cerebral degeneration,418143002,broad,,yes
HP:0007313,Cerebral degeneration,52522001,broad,,yes
HP:0007325,Generalized dystonia,425492002,exact,,no
HP:0007330,Frontoethmoidal encephalocele,253103006,exact,,no
HP:0007338,Hypermetric saccades,246769000,exact,,no
HP:0007340,Lower limb muscle weakness,249945007,exact,,no
HP:0007354,Amyotrophic lateral sclerosis,86044005,exact,,no
HP:0007359,Focal-onset seizure,29753000,exact,,no
HP:0007371,Corpus callosum atrophy,253142006,exact,,no
HP:0007378,Neoplasm of the gastrointestinal tract,126768004,exact,,no
HP:0007401,Macular atrophy,238828009,exact,,no
HP:0007406,Hyperpigmentation of eyelids,41115008,exact,,no
HP:0007410,Palmoplantar hyperhidrosis,403375001,exact,,no
HP:0007417,Discoid lupus rash,200938002,narrow,,yes
HP:0007417,Discoid lupus rash,238927000,narrow,,yes
HP:0007418,Alopecia totalis,19754005,exact,,no
HP:0007430,Generalized edema,271808008,exact,,no
HP:0007431,Congenital ichthyosiform erythroderma,254156001,narrow,,yes
HP:0007431,Congenital ichthyosiform erythroderma,268282005,narrow,,yes
HP:0007443,Partial albinism,6479008,broad,,yes
HP:0007443,Partial albinism,718122005,broad,,yes
HP:0007461,Hemangiomatosis,254785001,narrow,,yes
HP:0007461,Hemangiomatosis,47669001,narrow,,yes
HP:0007462,Bitot spots of the conjunctiva,246871006,exact,,no
HP:0007475,Congenital bullous ichthyosiform erythroderma,239071005,narrow,,yes
HP:0007475,Congenital bullous ichthyosiform erythroderma,254167000,narrow,,yes
HP:0007476,Anhidrotic ectodermal dysplasia,7731005,broad,,yes
HP:0007477,Abnormal dermatoglyphics,83145004,exact,,no
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,205550003,narrow,,yes
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,267372009,narrow,,yes
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,268245001,narrow,,yes
HP:0007489,Diffuse telangiectasia,125279001,exact,,no
HP:0007502,Follicular hyperkeratosis,238629004,narrow,,yes
HP:0007502,Follicular hyperkeratosis,402341008,narrow,,yes
HP:0007502,Follicular hyperkeratosis,81845009,narrow,,yes
HP:0007514,Edema of the dorsum of hands,443710002,exact,,no
HP:0007529,Hidrotic ectodermal dysplasia,54209007,exact,,no
HP:0007544,Piebald skin depigmentation,6479008,broad,,yes
HP:0007544,Piebald skin depigmentation,718122005,broad,,yes
HP:0007570,Hyperkeratosis lenticularis perstans,28488007,exact,,no
HP:0007583,Telangiectasia macularis eruptiva perstans,8214000,exact,,no
HP:0007607,Hypohidrotic ectodermal dysplasia,239007005,narrow,,yes
HP:0007607,Hypohidrotic ectodermal dysplasia,7731005,broad,,yes
HP:0007618,Subcutaneous calcification,17141001,exact,,no
HP:0007620,Cutaneous leiomyoma,254767008,exact,,no
HP:0007626,Mandibular osteomyelitis,109695005,exact,,no
HP:0007627,Mandibular condyle aplasia,235119009,exact,,no
HP:0007628,Mandibular condyle hypoplasia,235120003,exact,,no
HP:0007642,Early-onset non-progressive night blindness,193687000,narrow,,yes
HP:0007642,Early-onset non-progressive night blindness,232061009,narrow,,yes
HP:0007648,Punctate cataract,40714009,exact,,no
HP:0007649,Congenital hypertrophy of retinal pigment epithelium,232074003,exact,,no
HP:0007651,Ectropion of lower eyelids,95758006,exact,,no
HP:0007663,Reduced visual acuity,13164000,exact,,no
HP:0007676,Hypoplasia of the iris,95714006,exact,,no
HP:0007677,Vitelliform macular lesion,90036004,exact,,no
HP:0007678,Lacrimal duct stenosis,231841004,broad,,yes
HP:0007686,Abnormal pupillary function,72124005,exact,,no
HP:0007690,Map-dot-fingerprint corneal dystrophy,32935005,exact,,no
HP:0007700,Ocular anterior segment dysgenesis,65075004,exact,,no
HP:0007703,Abnormal retinal pigmentation,421689001,exact,,no
HP:0007705,Corneal degeneration,111521006,exact,,no
HP:0007709,Band-shaped corneal dystrophy,35055000,broad,,yes
HP:0007720,Flat cornea,204145006,exact,,no
HP:0007728,Congenital miosis,400962005,exact,,no
HP:0007730,Iris hypopigmentation,247032003,narrow,,yes
HP:0007730,Iris hypopigmentation,70397008,narrow,,yes
HP:0007755,Juvenile epithelial corneal dystrophy,1674008,exact,,no
HP:0007759,Opacification of the corneal stroma,246957002,exact,,no
HP:0007760,Crystalline corneal dystrophy,39662004,narrow,,yes
HP:0007760,Crystalline corneal dystrophy,419395007,narrow,,yes
HP:0007761,Pericentral scotoma,404650002,exact,,no
HP:0007763,Retinal telangiectasia,84884003,exact,,no
HP:0007765,Deep anterior chamber,246991003,exact,,no
HP:0007766,Optic disc hypoplasia,373650004,exact,,no
HP:0007769,Peripheral retinal degeneration,405721006,narrow,,yes
HP:0007769,Peripheral retinal degeneration,61536007,narrow,,yes
HP:0007777,Chorioretinal scar,53854005,exact,,no
HP:0007787,Posterior subcapsular cataract,315353005,exact,,no
HP:0007802,Granular corneal dystrophy,45283008,exact,,no
HP:0007803,Monochromacy,56852002,exact,,no
HP:0007807,Optic nerve compression,72983001,exact,,no
HP:0007819,Presenile cataracts,441622000,exact,,no
HP:0007824,Total ophthalmoplegia,78097002,exact,,no
HP:0007854,Glaucomatous visual field defect,370961005,exact,,no
HP:0007872,Choroidal hemangioma,255022003,exact,,no
HP:0007875,Congenital blindness,95486002,exact,,no
HP:0007879,Allergic conjunctivitis,231854006,narrow,,yes
HP:0007879,Allergic conjunctivitis,473460002,narrow,,yes
HP:0007902,Vitreous hemorrhage,31341008,exact,,no
HP:0007906,Ocular hypertension,112222000,exact,,no
HP:0007915,Polymorphous posterior corneal dystrophy,29504002,exact,,no
HP:0007939,Blue cone monochromacy,24704003,exact,,no
HP:0007942,Internal ophthalmoplegia,232146005,exact,,no
HP:0007957,Corneal opacity,413921009,narrow,,yes
HP:0007957,Corneal opacity,64634000,narrow,,yes
HP:0007957,Corneal opacity,95735008,narrow,,yes
HP:0007968,Remnants of the hyaloid vascular system,314270008,narrow,,yes
HP:0007968,Remnants of the hyaloid vascular system,44647001,narrow,,yes
HP:0007968,Remnants of the hyaloid vascular system,69927002,narrow,,yes
HP:0007970,Congenital ptosis,268163008,narrow,,yes
HP:0007970,Congenital ptosis,61989004,narrow,,yes
HP:0007971,Lamellar cataract,204128001,narrow,,yes
HP:0007971,Lamellar cataract,21590003,narrow,,yes
HP:0007973,Retinal dysplasia,95494009,exact,,no
HP:0007976,Cerulean cataract,204138006,exact,,no
HP:0007992,Lattice retinal degeneration,3577000,exact,,no
HP:0007994,Peripheral visual field loss,420990001,exact,,no
HP:0008000,Decreased corneal reflex,103254005,exact,,no
HP:0008007,Primary congenital glaucoma,415176004,exact,,no
HP:0008011,Peripheral opacification of the cornea,55713007,exact,,no
HP:0008028,Cystoid macular degeneration,14046000,exact,,no
HP:0008030,Retinal arteritis,11255009,exact,,no
HP:0008037,Absent anterior chamber of the eye,404675003,narrow,,yes
HP:0008037,Absent anterior chamber of the eye,55457007,narrow,,yes
HP:0008052,Retinal fold,37480005,exact,,no
HP:0008069,Neoplasm of the skin,126488004,narrow,,yes
HP:0008069,Neoplasm of the skin,372130007,narrow,,yes
HP:0008070,Sparse hair,53602002,narrow,,yes
HP:0008070,Sparse hair,56558005,narrow,,yes
HP:0008071,Maternal hypertension,288250001,exact,,no
HP:0008080,Hallux varus,274147008,exact,,no
HP:0008081,Pes valgus,249803006,narrow,,yes
HP:0008081,Pes valgus,275344002,narrow,,yes
HP:0008110,Equinovarus deformity,249808002,broad,,yes
HP:0008110,Equinovarus deformity,397932003,broad,,yes
HP:0008124,Talipes calcaneovarus,30449003,exact,,no
HP:0008141,Dislocation of toes,263030002,exact,,no
HP:0008151,Prolonged prothrombin time,409674002,exact,,no
HP:0008158,Hyperapobetalipoproteinemia,238040008,narrow,,yes
HP:0008158,Hyperapobetalipoproteinemia,299465007,narrow,,yes
HP:0008166,Decreased beta-galactosidase activity,238025006,exact,,no
HP:0008169,Reduced factor VII activity,37193007,exact,,no
HP:0008176,Neonatal unconjugated hyperbilirubinemia,281611002,exact,,no
HP:0008181,Abetalipoproteinemia,190787008,exact,,no
HP:0008200,Primary hyperparathyroidism,36348003,exact,,no
HP:0008202,Reduced circulating prolactin concentration,67873006,exact,,no
HP:0008207,Primary adrenal insufficiency,363732003,narrow,,yes
HP:0008207,Primary adrenal insufficiency,373662000,narrow,,yes
HP:0008207,Primary adrenal insufficiency,386584007,broad,,yes
HP:0008208,Parathyroid hyperplasia,9092004,exact,,no
HP:0008209,Premature ovarian insufficiency,373717006,exact,,no
HP:0008211,Parathyroid agenesis,73291005,exact,,no
HP:0008213,Gonadotropin deficiency,33927004,broad,,yes
HP:0008214,Decreased serum estradiol,166449002,exact,,no
HP:0008221,Adrenal hyperplasia,419920004,exact,,no
HP:0008222,Female infertility,6738008,exact,,no
HP:0008223,Compensated hypothyroidism,237523006,exact,,no
HP:0008226,Androgen insufficiency,38825009,exact,,no
HP:0008227,Pituitary resistance to thyroid hormone,360348000,narrow,,yes
HP:0008227,Pituitary resistance to thyroid hormone,360353005,narrow,,yes
HP:0008231,Macronodular adrenal hyperplasia,237778003,exact,,no
HP:0008236,Isosexual precocious puberty,4294006,exact,onset,no
HP:0008237,Hypothalamic hypothyroidism,37429009,exact,,no
HP:0008242,Pseudohypoaldosteronism,77098009,exact,,no
HP:0008244,Congenital adrenal hypoplasia,93235007,exact,,no
HP:0008245,Pituitary hypothyroidism,82598004,exact,,no
HP:0008251,Congenital goiter,276565004,exact,,no
HP:0008255,Transient neonatal diabetes mellitus,237603002,exact,,no
HP:0008256,Adrenocortical adenoma,18365006,broad,,yes
HP:0008256,Adrenocortical adenoma,255036008,narrow,,yes
HP:0008256,Adrenocortical adenoma,302826002,narrow,,yes
HP:0008258,Congenital adrenal hyperplasia,237751000,broad,,yes
HP:0008282,Unconjugated hyperbilirubinemia,7752002,exact,,no
HP:0008288,Nonketotic hyperglycinemia,237939006,exact,,no
HP:0008291,Pituitary corticotropic cell adenoma,21109002,narrow,,yes
HP:0008291,Pituitary corticotropic cell adenoma,254958004,narrow,,yes
HP:0008297,Transient hyperphenylalaninemia,28575006,exact,,no
HP:0008321,Reduced factor X activity,76642003,exact,,no
HP:0008326,Reduced circulating vitamin B6 circulating,386080007,exact,,no
HP:0008327,Microscopic nephrocalcinosis,236444003,exact,,no
HP:0008341,Distal renal tubular acidosis,236461000,narrow,,yes
HP:0008341,Distal renal tubular acidosis,86210009,narrow,,yes
HP:0008358,Hyperprolinemia,59655002,exact,,no
HP:0008366,Foot joint contracture,239742004,exact,,no
HP:0008368,Tarsal synostosis,27173008,exact,,no
HP:0008388,Abnormal toenail morphology,700189007,exact,,no
HP:0008392,Subungual hyperkeratosis,10165000,exact,,no
HP:0008404,Nail dystrophy,87065009,exact,,no
HP:0008417,Vertebral hypoplasia,205456006,exact,,no
HP:0008419,Intervertebral disk degeneration,77547008,exact,,no
HP:0008439,Lumbar hemivertebrae,93167001,exact,,no
HP:0008441,Herniation of intervertebral nuclei,73589001,exact,,no
HP:0008443,Neuropathic spinal arthropathy,298380006,exact,,no
HP:0008453,Congenital kyphoscoliosis,405772002,exact,,no
HP:0008459,Cervical vertebral agenesis,91880006,exact,,no
HP:0008465,Absent vertebra,15843004,exact,,no
HP:0008467,Thoracic hemivertebrae,95304000,exact,,no
HP:0008480,Cervical spondylosis,387800004,narrow,,yes
HP:0008480,Cervical spondylosis,387801000,narrow,,yes
HP:0008496,Multiple rows of eyelashes,95339000,broad,,yes
HP:0008511,Central posterior corneal opacity,246967007,exact,,no
HP:0008513,Bilateral conductive hearing impairment,194417009,exact,,no
HP:0008527,Congenital sensorineural hearing impairment,700453005,exact,,no
HP:0008528,Long hairs growing from helix of pinna,27394002,exact,,no
HP:0008542,Low-frequency hearing loss,42538001,exact,,no
HP:0008551,Microtia,35045004,exact,,no
HP:0008568,Vestibular areflexia,22443004,exact,,no
HP:0008619,Bilateral sensorineural hearing impairment,194424005,exact,,no
HP:0008629,Pulsatile tinnitus,232322006,exact,,no
HP:0008653,Crescentic glomerulonephritis,236398000,exact,,no
HP:0008659,Multiple small medullary renal cysts,204958008,broad,,yes
HP:0008660,Renotubular dysgenesis,702397002,exact,,no
HP:0008661,Urethral stenosis,236647003,broad,,yes
HP:0008661,Urethral stenosis,76618002,broad,,yes
HP:0008663,Renal sarcoma,254918001,exact,,no
HP:0008665,Clitoral hypertrophy,80212005,exact,,no
HP:0008669,Abnormal spermatogenesis,4529005,exact,,no
HP:0008672,Calcium oxalate nephrolithiasis,444717006,exact,,no
HP:0008676,Congenital megaureter,718485003,narrow,,yes
HP:0008676,Congenital megaureter,95576001,broad,,yes
HP:0008677,Congenital nephrotic syndrome,48796009,exact,,no
HP:0008682,Renal tubular epithelial necrosis,35455006,exact,,no
HP:0008689,Bilateral cryptorchidism,268228006,exact,,no
HP:0008707,Absent scrotum,249233008,exact,,no
HP:0008711,Benign prostatic hyperplasia,266569009,exact,,no
HP:0008716,Urethrovaginal fistula,50477003,exact,,no
HP:0008717,Unilateral renal atrophy,424998002,exact,,no
HP:0008718,Unilateral renal dysplasia,204951002,exact,,no
HP:0008720,Primary testicular failure,370997001,narrow,,yes
HP:0008720,Primary testicular failure,48723006,broad,,yes
HP:0008722,Urethral diverticulum,90531003,exact,,no
HP:0008724,Hypoplasia of the ovary,93279005,exact,,no
HP:0008726,Hypoplasia of the vagina,253836009,exact,,no
HP:0008734,Decreased testicular size,276411001,exact,,no
HP:0008736,Hypoplasia of penis,34911001,broad,,yes
HP:0008743,Coronal hypospadias,429641000124109,exact,,no
HP:0008749,Laryngeal hypoplasia,253736003,exact,,no
HP:0008750,Laryngeal atresia,64981002,exact,,no
HP:0008751,Laryngeal cleft,232461002,exact,,no
HP:0008755,Laryngotracheomalacia,308232009,exact,,no
HP:0008756,Bowing of the vocal cords,232448002,exact,,no
HP:0008760,Violent behavior,248004009,broad,,yes
HP:0008765,Auditory hallucination,45150006,exact,,no
HP:0008768,Abnormal sexual behavior,248099006,exact,,no
HP:0008780,Congenital bilateral hip dislocation,10155006,exact,,no
HP:0008843,Hip osteoarthritis,239872002,exact,,no
HP:0008940,Generalized lymphadenopathy,274741002,exact,,no
HP:0008970,Scapulohumeral muscular dystrophy,240074006,exact,,no
HP:0008986,Agenesis of the diaphragm,702613006,narrow,,yes
HP:0008986,Agenesis of the diaphragm,72424001,narrow,,yes
HP:0009004,Hypoplasia of the musculature,205530002,exact,,no
HP:0009027,Foot dorsiflexor weakness,6077001,exact,,no
HP:0009046,Difficulty running,282479002,exact,,no
HP:0009059,Congenital generalized lipodystrophy,284449005,broad,,yes
HP:0009059,Congenital generalized lipodystrophy,86907008,broad,,yes
HP:0009064,Generalized lipodystrophy,284449005,broad,,yes
HP:0009064,Generalized lipodystrophy,86907008,broad,,yes
HP:0009071,Inflammatory myopathy,128496001,broad,,yes
HP:0009071,Inflammatory myopathy,26889001,broad,,yes
HP:0009110,Diaphragmatic eventration,34168003,exact,,no
HP:0009113,Diaphragmatic weakness,95438009,exact,,no
HP:0009125,Lipodystrophy,71325002,exact,,no
HP:0009371,Type A1 brachydactyly,715720006,exact,,no
HP:0009380,Finger aplasia,71358006,exact,,no
HP:0009381,Short finger,249765007,exact,,no
HP:0009465,Ulnar deviation of finger,276662009,narrow,,yes
HP:0009465,Ulnar deviation of finger,367510009,narrow,,yes
HP:0009473,Joint contracture of the hand,86414002,exact,,no
HP:0009486,Radial deviation of the hand,299035006,exact,,no
HP:0009487,Ulnar deviation of the hand,249757009,exact,,no
HP:0009588,Vestibular schwannoma,126949007,narrow,,yes
HP:0009588,Vestibular schwannoma,985004,broad,,yes
HP:0009592,Astrocytoma,38713004,exact,,no
HP:0009600,Thumb contracture,239736003,exact,,no
HP:0009702,Carpal synostosis,253930002,exact,,no
HP:0009711,Retinal capillary hemangioma,312935003,exact,,no
